internal_txn_id,account,currency,amount,debit_credit,txn_date,value_date,allocation,reference,narrative,status
179571448459,ACC#00001,USD,-285000.00,DR,2023-03-30,2023-03-29,USD_2023-03-29_ACC#00001_66912     0646006460S                           BURO JADY GAT AUG - SMILAX   RAMON     GFG                           BURO JADY GAT IT X - T         GOB_AI - TA                   JOQGE_TA,HEY RAMON DISNEY GOB_AI - TA,66912     0646006460S                           BURO JADY GAT AUG - SMILAX   RAMON     GFG                           BURO JADY GAT IT X - T         GOB_AI - TA                   JOQGE_TA,unmatched
471752748913,ACC#00001,USD,921619.99,CR,2023-03-20,2023-03-19,USD_2023-03-19_ACC#00001_66912     66325663250 32566W6E03 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566W6E03 088            JOQVY - BAS - DG,32566W6E03 32566W6E03                                                                      JOQVY - BAS - DG,66912     66325663250 32566W6E03 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566W6E03 088            JOQVY - BAS - DG,unmatched
628264875303,ACC#00001,USD,882350.64,CR,2023-04-14,2023-04-13,USD_2023-04-13_ACC#00001_66912     0147601476895179641476                OFF TMH DIP WOLD SMILAX   BOLL      00895179641476                OFF TMH DIP WOLD,008951796 41476 L9IC650                                                                 BISERIAL TYPY,66912     0147601476895179641476                OFF TMH DIP WOLD SMILAX   BOLL      00895179641476                OFF TMH DIP WOLD,unmatched
565126009211,ACC#00001,USD,40000000.00,CR,2023-03-25,2023-03-24,USD_2023-03-24_ACC#00001_66912     0147701477858957641477AUG0307         IF TMH SEE FAMES SMILAX   BOLL      00858957641477AUG0307         IF TMH SEE FAMES,008589576 41477 AUG0307 L9ES2JT                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477858957641477AUG0307         IF TMH SEE FAMES SMILAX   BOLL      00858957641477AUG0307         IF TMH SEE FAMES,unmatched
563610075011,ACC#00001,USD,50542100.00,CR,2023-05-08,2023-05-07,USD_2023-05-07_ACC#00001_66912     0147701477307117241477ARGAS31         IF TMH SEE FAMES SMILAX   BOLL      00307117241477ARGAS31         IF TMH SEE FAMES,003071172 41477 ARGAS31 L9K17DL                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477307117241477ARGAS31         IF TMH SEE FAMES SMILAX   BOLL      00307117241477ARGAS31         IF TMH SEE FAMES,unmatched
141462986131,ACC#00001,USD,-3152611498.00,DR,2023-04-16,2023-04-15,USD_2023-04-15_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQVY OBS VGL RC SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQVY OBS VGL RC               029666108077701466,6666666666290125 JOQVY OBS VGL RC,66912     6682866828SHAMESICK FROM JAUN UNFED   JOQVY OBS VGL RC SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQVY OBS VGL RC               029666108077701466,unmatched
116114127149,ACC#00001,USD,24094043.15,CR,2023-05-19,2023-05-18,USD_2023-05-18_ACC#00001_66912     0141601416309365041416NAUT086         IF TMH SEE FAMES SMILAX   BOLL      00309365041416NAUT086         IF TMH SEE FAMES,003093650 41416 NAUT086 L9K85TK                                                                 UPCLOSER MONOCOQUE GAB -,66912     0141601416309365041416NAUT086         IF TMH SEE FAMES SMILAX   BOLL      00309365041416NAUT086         IF TMH SEE FAMES,unmatched
657824567972,ACC#00001,USD,600000.00,CR,2023-04-01,2023-03-31,USD_2023-03-31_ACC#00001_66912     0147601476859227741476                IF TMH DIP WOLD SMILAX   BOLL      00859227741476                IF TMH DIP WOLD,008592277 41476 L9HR56G                                                                 KAMIAN GOLACH OBS OY V/C/,66912     0147601476859227741476                IF TMH DIP WOLD SMILAX   BOLL      00859227741476                IF TMH DIP WOLD,unmatched
529723444038,ACC#00001,USD,44290600.00,CR,2023-05-13,2023-05-12,USD_2023-05-12_ACC#00001_66912     0147701477303162441477OKET966         IF TMH SEE FAMES SMILAX   BOLL      00303162441477OKET966         IF TMH SEE FAMES,003031624 41477 OKET966 L9K1552                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477303162441477OKET966         IF TMH SEE FAMES SMILAX   BOLL      00303162441477OKET966         IF TMH SEE FAMES,unmatched
261317788647,ACC#00001,USD,-7908020.55,DR,2023-05-08,2023-05-07,USD_2023-05-07_ACC#00001_66912     6692666926 SMILAX   GPD,IYO9126666172121 IYO9126666172121,66912     6692666926 SMILAX   GPD,unmatched
893348702338,ACC#00001,USD,-7169.00,DR,2023-05-13,2023-05-11,USD_2023-05-11_ACC#00001_66912     0250702507306270367666                ANDI SEMSEM ENQUIRE SMILAX   BOLL      00306270367666                ANDI SEMSEM WHIG BIG WOLD,003062703 67666 MINER73 L9K73KV                                                                 ALL CLINOGRAPH GLISSETTE,66912     0250702507306270367666                ANDI SEMSEM ENQUIRE SMILAX   BOLL      00306270367666                ANDI SEMSEM WHIG BIG WOLD,unmatched
845807073441,ACC#00001,USD,-21767.64,DR,2023-04-08,2023-04-07,USD_2023-04-07_ACC#00001_66912     66325663250 32566W94QT 088               DE VIZIR LATA SMILAX   GFG       VC0 32566W94QT 088               DE VIZIR LATA,32566W94QT 32566W94QT                                                                         DE VIZIR LATA,66912     66325663250 32566W94QT 088               DE VIZIR LATA SMILAX   GFG       VC0 32566W94QT 088               DE VIZIR LATA,unmatched
392208332591,ACC#00001,USD,262405.85,CR,2023-03-27,2023-03-26,USD_2023-03-26_ACC#00001_66912     66325663250 32566W8Z08 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566W8Z08 088            JOQVY - BAS - DG,32566W8Z08 32566W8Z08                                                                      JOQVY - BAS - DG,66912     66325663250 32566W8Z08 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566W8Z08 088            JOQVY - BAS - DG,unmatched
802160848755,ACC#00001,USD,-1100000.00,DR,2023-04-03,2023-04-02,USD_2023-04-02_ACC#00001_66912     0147601476890241141476                IF TMH ENQUIRE WOLD SMILAX   BOLL      00890241141476                IF TMH ENQUIRE C TCK,008902411 41476 L9MS1QV                                                                 KAZATSKI VITI MIB DIASENE,66912     0147601476890241141476                IF TMH ENQUIRE WOLD SMILAX   BOLL      00890241141476                IF TMH ENQUIRE C TCK,unmatched
708315388268,ACC#00001,USD,40000000.00,CR,2023-08-25,2023-05-31,USD_2023-05-31_ACC#00001_66912     0147701477316612541477ARGAS98         IF TMH SEE FAMES SMILAX   BOLL      00316612541477ARGAS98         IF TMH SEE FAMES,003166125 41477 ARGAS98 L9K26EC                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477316612541477ARGAS98         IF TMH SEE FAMES SMILAX   BOLL      00316612541477ARGAS98         IF TMH SEE FAMES,unmatched
416416357309,ACC#00001,USD,-318304.00,DR,2023-04-06,2023-04-05,USD_2023-04-05_ACC#00001_66912     0122701227859674712667LYSIN67         MORIBUND VEXES WHUFF SMILAX   BOLL      00859674712667LYSIN67         MORIBUND VEXES S FOMALHAUT,008596747 12667 LYSIN67                                                                         KAMIAN SPROTTLE VOWED BUD,66912     0122701227859674712667LYSIN67         MORIBUND VEXES WHUFF SMILAX   BOLL      00859674712667LYSIN67         MORIBUND VEXES S FOMALHAUT,unmatched
139634284578,ACC#00001,USD,-118.82,DR,2023-05-21,2023-05-20,USD_2023-05-20_ACC#00001_66912     0779507795 SMILAX   WAP,6)6W656B6L6U6660 6566656B6S6O6K67                                                                JOQ ETHERIFIES EFI (WYE-Z,66912     0779507795 SMILAX   WAP,unmatched
432310172481,ACC#00001,USD,50604692.14,CR,2023-05-01,2023-04-30,USD_2023-04-30_ACC#00001_66912     0156801568364881417667LYSIN22         MORIBUND ROTENONES S SMILAX   BOLL      00364881417667LYSIN22         MORIBUND ZYGNEMA SK HYRACIFORM,003648814 17667 LYSIN22                                                                         TYPY AS DORSALIS,66912     0156801568364881417667LYSIN22         MORIBUND ROTENONES S SMILAX   BOLL      00364881417667LYSIN22         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
830353977990,ACC#00001,USD,-93.73,DR,2023-04-23,2023-04-22,USD_2023-04-22_ACC#00001_66912     66325663250 32566DHUFP 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566DHUFP 088            JOQVY - BAS - DG,32566DHUFP 32566DHUFP                                                                      JOQVY - BAS - DG,66912     66325663250 32566DHUFP 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566DHUFP 088            JOQVY - BAS - DG,unmatched
531207965991,ACC#00001,USD,-21191805.16,DR,2023-05-12,2023-05-11,USD_2023-05-11_ACC#00001_66912     0156801568300242217667LYSIN22         MORIBUND VEXES WHUFF SMILAX   BOLL      00300242217667LYSIN22         MORIBUND VEXES S FOMALHAUT,003002422 17667 LYSIN22                                                                         UPCLOSER MONOCOQUE GAB -,66912     0156801568300242217667LYSIN22         MORIBUND VEXES WHUFF SMILAX   BOLL      00300242217667LYSIN22         MORIBUND VEXES S FOMALHAUT,unmatched
522119319478,ACC#00001,USD,58700000.00,CR,2023-04-13,2023-04-12,USD_2023-04-12_ACC#00001_66912     0147701477892333141477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00892333141477ARGAS08         IF TMH SEE FAMES,008923331 41477 ARGAS08 L9HN2RC                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477892333141477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00892333141477ARGAS08         IF TMH SEE FAMES,unmatched
108728660268,ACC#00001,USD,-220558.97,DR,2023-03-11,2023-03-10,USD_2023-03-10_ACC#00001_66912     0207602076820368613737KELD614         MORIBUND VEXES WHUFF SMILAX   BOLL      00820368613737KELD614         MORIBUND VEXES S FOMALHAUT,008203686 13737 KELD614                                                                         JO TONITE ETHERIFIES GAB,66912     0207602076820368613737KELD614         MORIBUND VEXES WHUFF SMILAX   BOLL      00820368613737KELD614         MORIBUND VEXES S FOMALHAUT,unmatched
349948383581,ACC#00001,USD,43845.00,CR,2023-04-01,2023-03-31,USD_2023-03-31_ACC#00001_66912     0670806708855767714407BAIS614         MORIBUND ROTENONES S SMILAX   BOLL      00855767714407BAIS614         MORIBUND ZYGNEMA SK HYRACIFORM,008557677 14407 BAIS614                                                                         UPCLOSER MONOCOQUE GAB -,66912     0670806708855767714407BAIS614         MORIBUND ROTENONES S SMILAX   BOLL      00855767714407BAIS614         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
383000516794,ACC#00001,USD,-44972714.41,DR,2023-04-23,2023-04-22,USD_2023-04-22_ACC#00001_66912     0147701477366958141477ARGAS08         OFF TMH TIRO FAMES SMILAX   BOLL      00366958141477ARGAS08         OFF TMH TIRO HAU BT,003669581 41477 ARGAS08 L9K62UC                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477366958141477ARGAS08         OFF TMH TIRO FAMES SMILAX   BOLL      00366958141477ARGAS08         OFF TMH TIRO HAU BT,unmatched
108238113856,ACC#00001,USD,-44.29,DR,2023-04-16,2023-04-15,USD_2023-04-15_ACC#00001_66912     66325663250 32566DL534 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566DL534 088            JOQVY - BAS - DG,32566DL534 32566DL534                                                                      JOQVY - BAS - DG,66912     66325663250 32566DL534 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566DL534 088            JOQVY - BAS - DG,unmatched
94703710119,ACC#00001,USD,40000000.00,CR,2023-03-11,2023-03-10,USD_2023-03-10_ACC#00001_66912     0147701477828465941477OKET484         IF TMH SEE FAMES SMILAX   BOLL      00828465941477OKET484         IF TMH SEE FAMES,008284659 41477 OKET484 L9HZ8M0                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477828465941477OKET484         IF TMH SEE FAMES SMILAX   BOLL      00828465941477OKET484         IF TMH SEE FAMES,unmatched
685751742968,ACC#00001,USD,-1767596.71,DR,2023-03-23,2023-03-22,USD_2023-03-22_ACC#00001_66912     0603606036850251967888CHARE18         OFF TMH TIRO FAMES SMILAX   BOLL      00850251967888CHARE18         OFF TMH TIRO HAU BT,008502519 67888 CHARE18 L9ES6F8                                                                 JO TONITE ETHERIFIES GAB,66912     0603606036850251967888CHARE18         OFF TMH TIRO FAMES SMILAX   BOLL      00850251967888CHARE18         OFF TMH TIRO HAU BT,unmatched
60382040060,ACC#00001,USD,-60851.95,DR,2023-05-18,2023-05-12,USD_2023-05-12_ACC#00001_66912     0250702507195194 67666                SEMSEM ODONTOLOGY AZ,RM195194  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507195194 67666                SEMSEM ODONTOLOGY AZ,unmatched
209554230058,ACC#00001,USD,9610.00,CR,2023-08-25,2023-05-28,USD_2023-05-28_ACC#00001_66912     0156001560372656016095BREI517         MORIBUND ROTENONES S SMILAX   BOLL      00372656016095BREI517         MORIBUND ZYGNEMA SK HYRACIFORM,003726560 16095 BREI517                                                                         PETITIONER QMQF MG EEO,66912     0156001560372656016095BREI517         MORIBUND ROTENONES S SMILAX   BOLL      00372656016095BREI517         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
714677466573,ACC#00001,USD,-61394110.00,DR,2023-04-10,2023-04-09,USD_2023-04-09_ACC#00001_66912     0999909999 SMILAX   FGGKR                                                                     666666666666666,10405767 5950JOQG7U                                                                GRENELLE U.P.C/Q136666971,66912     0999909999 SMILAX   FGGKR                                                                     666666666666666,unmatched
957339127494,ACC#00001,USD,700000.00,CR,2023-03-31,2023-03-30,USD_2023-03-30_ACC#00001_66912     02566025660666H3         6666666666 SMILAX   FGGKR     FW0666H3         6666666666,35868976 V35868976                                                                       JO TONITE SAUNT 664952723,66912     02566025660666H3         6666666666 SMILAX   FGGKR     FW0666H3         6666666666,unmatched
257921429459,ACC#00001,USD,-8281.69,DR,2023-05-18,2023-05-17,USD_2023-05-17_ACC#00001_66912     66325663250 32566DAAFB 088            JOQVY DE -ELUVIA SMILAX   GFG       VC0 32566DAAFB 088            JOQVY DE -ELUVIA,32566DAAFB 32566DAAFB                                                                      JOQVY DE -ELUVIA,66912     66325663250 32566DAAFB 088            JOQVY DE -ELUVIA SMILAX   GFG       VC0 32566DAAFB 088            JOQVY DE -ELUVIA,unmatched
774020027308,ACC#00001,USD,1218.89,CR,2023-04-30,2023-04-29,USD_2023-04-29_ACC#00001_66912     66325663250 32566DUVN8 088            MUSETTE VOWED OB SMILAX   GFG       VC0 32566DUVN8 088            MUSETTE VOWED OB,32566DUVN8 32566DUVN8                                                                      MUSETTE VOWED OB,66912     66325663250 32566DUVN8 088            MUSETTE VOWED OB SMILAX   GFG       VC0 32566DUVN8 088            MUSETTE VOWED OB,unmatched
176007285950,ACC#00001,USD,-17109.30,DR,2023-05-15,2023-05-14,USD_2023-05-14_ACC#00001_66912     0670806708308456714407CRIB765         MORIBUND VEXES WHUFF SMILAX   BOLL      00308456714407CRIB765         MORIBUND VEXES S FOMALHAUT,003084567 14407 CRIB765                                                                         INVERTIN BUT POE FINGER,66912     0670806708308456714407CRIB765         MORIBUND VEXES WHUFF SMILAX   BOLL      00308456714407CRIB765         MORIBUND VEXES S FOMALHAUT,unmatched
944611630094,ACC#00001,USD,-748572.63,DR,2023-05-22,2023-05-21,USD_2023-05-21_ACC#00001_66912     0676506765376083715574OKET966         MORIBUND VEXES WHUFF SMILAX   BOLL      00376083715574OKET966         MORIBUND VEXES S FOMALHAUT,003760837 15574 OKET966                                                                         ZEE ETHERIFIES EFI,66912     0676506765376083715574OKET966         MORIBUND VEXES WHUFF SMILAX   BOLL      00376083715574OKET966         MORIBUND VEXES S FOMALHAUT,unmatched
175907335501,ACC#00001,USD,3913.40,CR,2023-05-13,2023-05-12,USD_2023-05-12_ACC#00001_66912     66325663250 37266EM4I3 088            TOURNOIS NONFARM SMILAX   GFG       VC0 37266EM4I3 088            TOURNOIS NONFARM,37266EM4I3 37266EM4I3                                                                      TOURNOIS NONFARM,66912     66325663250 37266EM4I3 088            TOURNOIS NONFARM SMILAX   GFG       VC0 37266EM4I3 088            TOURNOIS NONFARM,unmatched
463636768818,ACC#00001,USD,-12915870.00,DR,2023-05-28,2023-05-27,USD_2023-05-27_ACC#00001_66912     0603606036372565067888OKET966         IF TMH TIRO FAMES SMILAX   BOLL      00372565067888OKET966         IF TMH TIRO EMEU S,003725650 67888 OKET966 L9K43O7                                                                 JO TONITE ETHERIFIES GAB,66912     0603606036372565067888OKET966         IF TMH TIRO FAMES SMILAX   BOLL      00372565067888OKET966         IF TMH TIRO EMEU S,unmatched
112078400843,ACC#00001,USD,-1138291.38,DR,2023-04-10,2023-04-09,USD_2023-04-09_ACC#00001_66912     0147701477893902641477GULA414         OFF TMH TIRO FAMES SMILAX   BOLL      00893902641477GULA414         OFF TMH TIRO HAU BT,008939026 41477 GULA414 L9HN1H2                                                                 JOQVY H.C. ZUCCHINIS TENT,66912     0147701477893902641477GULA414         OFF TMH TIRO FAMES SMILAX   BOLL      00893902641477GULA414         OFF TMH TIRO HAU BT,unmatched
479886677254,ACC#00001,USD,54179600.00,CR,2023-05-07,2023-05-06,USD_2023-05-06_ACC#00001_66912     0147701477300055941477LYSIN22         IF TMH SEE FAMES SMILAX   BOLL      00300055941477LYSIN22         IF TMH SEE FAMES,003000559 41477 LYSIN22 L9K799R                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477300055941477LYSIN22         IF TMH SEE FAMES SMILAX   BOLL      00300055941477LYSIN22         IF TMH SEE FAMES,unmatched
413489499363,ACC#00001,USD,-543879.10,DR,2023-08-25,2023-05-28,USD_2023-05-28_ACC#00001_66912     0670806708376680714407NAPE049         MORIBUND VEXES WHUFF SMILAX   BOLL      00376680714407NAPE049         MORIBUND VEXES S FOMALHAUT,003766807 14407 NAPE049                                                                         GALEID BUT POE NM,66912     0670806708376680714407NAPE049         MORIBUND VEXES WHUFF SMILAX   BOLL      00376680714407NAPE049         MORIBUND VEXES S FOMALHAUT,unmatched
267356511748,ACC#00001,USD,-87960.00,DR,2023-08-25,2023-05-28,USD_2023-05-28_ACC#00001_66912     6666666666S 56966R067V                BURO JADY GAT AUG - SMILAX   RAMON     GFG 56966R067V                BURO JADY GAT IT X - T         STROPHULUS_AI_TA              JOQGE_TA,HEY RAMON DISNEY 56966R067V                                                                      STROPHULUS_AI_TA,66912     6666666666S 56966R067V                BURO JADY GAT AUG - SMILAX   RAMON     GFG 56966R067V                BURO JADY GAT IT X - T         STROPHULUS_AI_TA              JOQGE_TA,unmatched
372697195798,ACC#00001,USD,-50580000.00,DR,2023-04-27,2023-04-22,USD_2023-04-22_ACC#00001_66912     0147701477360267041477NAPE072         IF TMH SEE FAMES SMILAX   BOLL      00360267041477NAPE072         IF TMH SEE FAMES,003602670 41477 NAPE072 L9K6901                                                                 JOQVY H.C. ZUCCHINIS TENT,66912     0147701477360267041477NAPE072         IF TMH SEE FAMES SMILAX   BOLL      00360267041477NAPE072         IF TMH SEE FAMES,unmatched
543084912290,ACC#00001,USD,400000.00,CR,2023-03-13,2023-03-12,USD_2023-03-12_ACC#00001_66912     66325663250 32566RDY82 088            JOQVY DE-BAS - T SMILAX   GFG       VC0 32566RDY82 088            JOQVY DE-BAS - T,32566RDY82 32566RDY82                                                                      JOQVY DE-BAS - T,66912     66325663250 32566RDY82 088            JOQVY DE-BAS - T SMILAX   GFG       VC0 32566RDY82 088            JOQVY DE-BAS - T,unmatched
703237935879,ACC#00001,USD,-1188000.00,DR,2023-05-20,2023-05-19,USD_2023-05-19_ACC#00001_66912     0256602566 SMILAX   FGGKR,19501596 ALME7U0805JOQG7U                                                                JO TONITE SAUNT 664952723,66912     0256602566 SMILAX   FGGKR,unmatched
572702461735,ACC#00001,USD,20874900.00,CR,2023-04-15,2023-04-14,USD_2023-04-14_ACC#00001_66912     0147701477895946341477NAPE703         IF TMH SEE FAMES SMILAX   BOLL      00895946341477NAPE703         IF TMH SEE FAMES,008959463 41477 NAPE703 L9K60K2                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477895946341477NAPE703         IF TMH SEE FAMES SMILAX   BOLL      00895946341477NAPE703         IF TMH SEE FAMES,unmatched
800264758008,ACC#00001,USD,44972900.00,CR,2023-04-23,2023-04-22,USD_2023-04-22_ACC#00001_66912     0147701477360315941477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00360315941477ARGAS08         IF TMH SEE FAMES,003603159 41477 ARGAS08 L9K69VI                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477360315941477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00360315941477ARGAS08         IF TMH SEE FAMES,unmatched
617051628043,ACC#00001,USD,54248000.00,CR,2023-05-06,2023-05-05,USD_2023-05-05_ACC#00001_66912     0147701477369995341477LYSIN22         IF TMH SEE FAMES SMILAX   BOLL      00369995341477LYSIN22         IF TMH SEE FAMES,003699953 41477 LYSIN22 L9K72DH                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477369995341477LYSIN22         IF TMH SEE FAMES SMILAX   BOLL      00369995341477LYSIN22         IF TMH SEE FAMES,unmatched
888929840346,ACC#00001,USD,1675.42,CR,2023-04-13,2023-04-12,USD_2023-04-12_ACC#00001_66912     66325663250 37266XW5HI 088            INKROOT LIKED BY SMILAX   GFG       VC0 37266XW5HI 088            INKROOT LIKED BY,37266XW5HI 37266XW5HI                                                                      INKROOT LIKED BY,66912     66325663250 37266XW5HI 088            INKROOT LIKED BY SMILAX   GFG       VC0 37266XW5HI 088            INKROOT LIKED BY,unmatched
27095091324,ACC#00001,USD,-50580000.00,DR,2023-04-27,2023-04-22,USD_2023-04-22_ACC#00001_66912     0147701477360267041477NAPE072         IF TMH SEE FAMES SMILAX   BOLL      00360267041477NAPE072         IF TMH SEE FAMES,003602670 41477 NAPE072 L9K6901                                                                 JOQVY H.C. ZUCCHINIS TENT,66912     0147701477360267041477NAPE072         IF TMH SEE FAMES SMILAX   BOLL      00360267041477NAPE072         IF TMH SEE FAMES,unmatched
615126026427,ACC#00001,USD,1175049.11,CR,2023-05-05,2023-05-03,USD_2023-05-03_ACC#00001_66912     0147601476362299541476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299541476                OFF TMH ENQUIRE  WOLD,003622995 41476 L9K69EG                                                                 NUNHOOD ASSUMER AIRY WF,66912     0147601476362299541476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299541476                OFF TMH ENQUIRE  WOLD,unmatched
113025058163,ACC#00001,USD,-566308.00,DR,2023-04-28,2023-04-27,USD_2023-04-27_ACC#00001_66912     6033960339 SMILAX   GPD,VIP9126666171558 VIP9126666171558,66912     6033960339 SMILAX   GPD,unmatched
211884143749,ACC#00001,USD,-41790084.72,DR,2023-04-28,2023-04-27,USD_2023-04-27_ACC#00001_66912     0147701477367172641477LYSIN22         OFF TMH TIRO FAMES SMILAX   BOLL      00367172641477LYSIN22         OFF TMH TIRO HAU BT,003671726 41477 LYSIN22 L9K00T9                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477367172641477LYSIN22         OFF TMH TIRO FAMES SMILAX   BOLL      00367172641477LYSIN22         OFF TMH TIRO HAU BT,unmatched
28652731059,ACC#00001,USD,-59427833.24,DR,2023-04-22,2023-04-21,USD_2023-04-21_ACC#00001_66912     0147701477366174341477WASN164         OFF TMH TIRO FAMES SMILAX   BOLL      00366174341477WASN164         OFF TMH TIRO HAU BT,003661743 41477 WASN164 L9K63M2                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477366174341477WASN164         OFF TMH TIRO FAMES SMILAX   BOLL      00366174341477WASN164         OFF TMH TIRO HAU BT,unmatched
