internal_txn_id,account,currency,amount,debit_credit,txn_date,value_date,allocation,reference,narrative,status
822390856749,ACC#00001,USD,16355.80,CR,2023-03-16,2023-03-12,USD_2023-03-12_ACC#00001_66912     0638106381828743588856MOZO884         MORIBUND VEXES WHUFF SMILAX   BOLL      00828743588856MOZO884         MORIBUND VEXES S FOMALHAUT,008287435 88856 MOZO884                                                                         CMD EARTHKIN DETRACTRESS,66912     0638106381828743588856MOZO884         MORIBUND VEXES WHUFF SMILAX   BOLL      00828743588856MOZO884         MORIBUND VEXES S FOMALHAUT,unmatched
250242708679,ACC#00001,USD,-1275244.00,DR,2023-03-11,2023-03-09,USD_2023-03-09_ACC#00001_66912     0147601476849185841476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00849185841476                OFF TMH ENQUIRE  WOLD,008491858 41476 L9HP5C2                                                                 BAHUT ASSUMER FUTHERMORE,66912     0147601476849185841476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00849185841476                OFF TMH ENQUIRE  WOLD,unmatched
861064715977,ACC#00001,USD,457313.22,CR,2023-05-27,2023-05-26,USD_2023-05-26_ACC#00001_66912     0122001220378411212660SWEAT89         MORIBUND ROTENONES S SMILAX   BOLL      00378411212660SWEAT89         MORIBUND ZYGNEMA SK HYRACIFORM,003784112 12660 SWEAT89                                                                         UPCLOSER MONOCOQUE GAB -,66912     0122001220378411212660SWEAT89         MORIBUND ROTENONES S SMILAX   BOLL      00378411212660SWEAT89         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
91727986819,ACC#00001,USD,-1105000000.00,DR,2023-03-24,2023-03-23,USD_2023-03-23_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQOEV HUMP FGDK SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQOEV HUMP FGDK               029666692166666666,6666666668562018 JOQOEV HUMP FGDK,66912     6682866828SHAMESICK FROM JAUN UNFED   JOQOEV HUMP FGDK SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQOEV HUMP FGDK               029666692166666666,unmatched
694878376898,ACC#00001,USD,272209.99,CR,2023-05-22,2023-05-17,USD_2023-05-17_ACC#00001_66912     0250702507866702 67666                SEMSEM MARACAN WHUFF SMILAX   BOLL      RM866702 67666                SEMSEM MARACAN S FOMALHAUT,RM866702  67666 DUPPY YO TRIFOLY MAECENAS,66912     0250702507866702 67666                SEMSEM MARACAN WHUFF SMILAX   BOLL      RM866702 67666                SEMSEM MARACAN S FOMALHAUT,unmatched
322191461482,ACC#00001,USD,-190873.14,DR,2023-04-22,2023-04-21,USD_2023-04-21_ACC#00001_66912     66325663250 32566DH2KH 088            PRYSE - BAS -  Q SMILAX   GFG       VC0 32566DH2KH 088            PRYSE - BAS -  Q,32566DH2KH 32566DH2KH                                                                      PRYSE - BAS -  Q,66912     66325663250 32566DH2KH 088            PRYSE - BAS -  Q SMILAX   GFG       VC0 32566DH2KH 088            PRYSE - BAS -  Q,unmatched
539609202848,ACC#00001,USD,-12857101.52,DR,2023-03-24,2023-03-23,USD_2023-03-23_ACC#00001_66912     0141601416847156041416VELIC90         OFF TMH TIRO FAMES SMILAX   BOLL      00847156041416VELIC90         OFF TMH TIRO HAU BT,008471560 41416 VELIC90 L9WA5P1                                                                 UPCLOSER MONOCOQUE GAB -,66912     0141601416847156041416VELIC90         OFF TMH TIRO FAMES SMILAX   BOLL      00847156041416VELIC90         OFF TMH TIRO HAU BT,unmatched
118597807037,ACC#00001,USD,-385723.67,DR,2023-04-29,2023-04-28,USD_2023-04-28_ACC#00001_66912     0003100031360637167542JADE091         MORIBUND VEXES WHUFF SMILAX   BOLL      00360637167542JADE091         MORIBUND VEXES S FOMALHAUT,003606371 67542 JADE091                                                                         DL LANOLINS AG,66912     0003100031360637167542JADE091         MORIBUND VEXES WHUFF SMILAX   BOLL      00360637167542JADE091         MORIBUND VEXES S FOMALHAUT,unmatched
66918411872,ACC#00001,USD,-161865.95,DR,2023-05-18,2023-05-14,USD_2023-05-14_ACC#00001_66912     0701907019305938410372GOMER07         MORIBUND ROTENONES S SMILAX   BOLL      00305938410372GOMER07         MORIBUND ZYGNEMA SK HYRACIFORM,003059384 10372 GOMER07                                                                         PACHA ASSUMER FUTHERMORE,66912     0701907019305938410372GOMER07         MORIBUND ROTENONES S SMILAX   BOLL      00305938410372GOMER07         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
617544447310,ACC#00001,USD,254788.62,CR,2023-03-24,2023-03-23,USD_2023-03-23_ACC#00001_66912     0150101501856596516038KAVI592         MORIBUND ROTENONES S SMILAX   BOLL      00856596516038KAVI592         MORIBUND ZYGNEMA SK HYRACIFORM,008565965 16038 KAVI592                                                                         UPCLOSER MONOCOQUE GAB -,66912     0150101501856596516038KAVI592         MORIBUND ROTENONES S SMILAX   BOLL      00856596516038KAVI592         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
212816460092,ACC#00001,USD,-48964946.79,DR,2023-04-22,2023-04-21,USD_2023-04-21_ACC#00001_66912     0147701477366140341477ARGAS08         OFF TMH TIRO FAMES SMILAX   BOLL      00366140341477ARGAS08         OFF TMH TIRO HAU BT,003661403 41477 ARGAS08 L9K63FM                                                                 JOQGE ZUCCHINIS ZYRENIAN,66912     0147701477366140341477ARGAS08         OFF TMH TIRO FAMES SMILAX   BOLL      00366140341477ARGAS08         OFF TMH TIRO HAU BT,unmatched
197705002031,ACC#00001,USD,347924.50,CR,2023-05-05,2023-05-03,USD_2023-05-03_ACC#00001_66912     0147601476362299341476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299341476                OFF TMH ENQUIRE  WOLD,003622993 41476 L9HN6N3                                                                 NUNHOOD ASSUMER AIRY WF,66912     0147601476362299341476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299341476                OFF TMH ENQUIRE  WOLD,unmatched
322834485430,ACC#00001,USD,5237900.28,CR,2023-03-18,2023-03-17,USD_2023-03-17_ACC#00001_66912     0156801568824341410111TAXIS57         MORIBUND ROTENONES S SMILAX   BOLL      00824341410111TAXIS57         MORIBUND ZYGNEMA SK HYRACIFORM,008243414 10111 TAXIS57                                                                         MFT-EMEU MICRODONTY UNTAX,66912     0156801568824341410111TAXIS57         MORIBUND ROTENONES S SMILAX   BOLL      00824341410111TAXIS57         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
809715429843,ACC#00001,USD,1325.00,CR,2023-03-11,2023-03-08,USD_2023-03-08_ACC#00001_66912     6692666926X60-AUTOSIGHT 01-04 DER 69  CR46500 SMILAX   GESS      AUG60-AUTOSIGHT 01-04 DER 69  CR46500,666071 666666661046352,66912     6692666926X60-AUTOSIGHT 01-04 DER 69  CR46500 SMILAX   GESS      AUG60-AUTOSIGHT 01-04 DER 69  CR46500,unmatched
522935028723,ACC#00001,USD,-36494.35,DR,2023-05-05,2023-04-21,USD_2023-04-21_ACC#00001_66912     0250702507196598 67666                SEMSEM ODONTOLOGY AZ,RM196598  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507196598 67666                SEMSEM ODONTOLOGY AZ,unmatched
875299486889,ACC#00001,USD,1476761.23,CR,2023-05-27,2023-05-26,USD_2023-05-26_ACC#00001_66912     0122001220371629512660RIPED39         MORIBUND ROTENONES S SMILAX   BOLL      00371629512660RIPED39         MORIBUND ZYGNEMA SK HYRACIFORM,003716295 12660 RIPED39                                                                         UPCLOSER MONOCOQUE GAB -,66912     0122001220371629512660RIPED39         MORIBUND ROTENONES S SMILAX   BOLL      00371629512660RIPED39         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
334634235338,ACC#00001,USD,-3344283290.00,DR,2023-04-01,2023-03-31,USD_2023-03-31_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQVY OBS VGL RC SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQVY OBS VGL RC               029666126360255666,6666666664860953 JOQVY OBS VGL RC,66912     6682866828SHAMESICK FROM JAUN UNFED   JOQVY OBS VGL RC SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQVY OBS VGL RC               029666126360255666,unmatched
640106086782,ACC#00001,USD,3755.69,CR,2023-05-13,2023-05-07,USD_2023-05-07_ACC#00001_66912     0250702507843259267666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00843259267666                ANDI SEMSEM DIP  WOLD,008432592 67666 AUG0160 L9HG3QR                                                                 HAJJ SNOBS,66912     0250702507843259267666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00843259267666                ANDI SEMSEM DIP  WOLD,unmatched
920132922188,ACC#00001,USD,429294.25,CR,2023-05-05,2023-05-04,USD_2023-05-04_ACC#00001_66912     0670006700363989515530BREI221         MORIBUND ROTENONES S SMILAX   BOLL      00363989515530BREI221         MORIBUND ZYGNEMA SK HYRACIFORM,003639895 15530 BREI221                                                                         MFT-EMEU MICRODONTY UNTAX,66912     0670006700363989515530BREI221         MORIBUND ROTENONES S SMILAX   BOLL      00363989515530BREI221         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
136811524931,ACC#00001,USD,803500.00,CR,2023-03-24,2023-03-23,USD_2023-03-23_ACC#00001_66912     0603606036851549767888VELIC90         IF TMH SEE FAMES SMILAX   BOLL      00851549767888VELIC90         IF TMH SEE FAMES,008515497 67888 VELIC90 L9ES888                                                                 JO TONITE ETHERIFIES GAB,66912     0603606036851549767888VELIC90         IF TMH SEE FAMES SMILAX   BOLL      00851549767888VELIC90         IF TMH SEE FAMES,unmatched
176572736895,ACC#00001,USD,11545494.56,CR,2023-04-28,2023-04-27,USD_2023-04-27_ACC#00001_66912     0156801568367426317661ARGAS08         MORIBUND ROTENONES S SMILAX   BOLL      00367426317661ARGAS08         MORIBUND ZYGNEMA SK HYRACIFORM,003674263 17661 ARGAS08                                                                         JOQGE ZUCCHINIS ZYRENIAN,66912     0156801568367426317661ARGAS08         MORIBUND ROTENONES S SMILAX   BOLL      00367426317661ARGAS08         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
207842120929,ACC#00001,USD,48965042.00,CR,2023-04-21,2023-04-20,USD_2023-04-20_ACC#00001_66912     0147701477366140841477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00366140841477ARGAS08         IF TMH SEE FAMES,003661408 41477 ARGAS08 L9K63FM                                                                 JOQGE ZUCCHINIS ZYRENIAN,66912     0147701477366140841477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00366140841477ARGAS08         IF TMH SEE FAMES,unmatched
207593542386,ACC#00001,USD,-15000.00,DR,2023-04-16,2023-04-07,USD_2023-04-07_ACC#00001_66912     6653566535QTO                         LX30700 SMILAX   GESS      KENAI                         LX30700,666372 666666661869422,66912     6653566535QTO                         LX30700 SMILAX   GESS      KENAI                         LX30700,unmatched
646271822418,ACC#00001,USD,570783.38,CR,2023-05-05,2023-05-03,USD_2023-05-03_ACC#00001_66912     0147601476362299841476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299841476                OFF TMH ENQUIRE  WOLD,003622998 41476 L9MS3BZ                                                                 NUNHOOD ASSUMER AIRY WF,66912     0147601476362299841476                OFF TMH ENQUIRE WOLD SMILAX   BOLL      00362299841476                OFF TMH ENQUIRE  WOLD,unmatched
495172976039,ACC#00001,USD,-21891.50,DR,2023-04-20,2023-04-19,USD_2023-04-19_ACC#00001_66912     0207602076840656813737COCT390         MORIBUND VEXES WHUFF SMILAX   BOLL      00840656813737COCT390         MORIBUND VEXES S FOMALHAUT,008406568 13737 COCT390                                                                         JO TONITE ETHERIFIES GAB,66912     0207602076840656813737COCT390         MORIBUND VEXES WHUFF SMILAX   BOLL      00840656813737COCT390         MORIBUND VEXES S FOMALHAUT,unmatched
769668765423,ACC#00001,USD,704246.99,CR,2023-04-03,2023-04-02,USD_2023-04-02_ACC#00001_66912     02566025660666H3         6666666666 SMILAX   FGGKR     FW0666H3         6666666666,47150312 V47150312                                                                       JO TONITE SAUNT 664952723,66912     02566025660666H3         6666666666 SMILAX   FGGKR     FW0666H3         6666666666,unmatched
672455479849,ACC#00001,USD,10255507.89,CR,2023-05-12,2023-05-11,USD_2023-05-11_ACC#00001_66912     0147701477308423341477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00308423341477ARGAS08         IF TMH SEE FAMES,003084233 41477 ARGAS08 L9K1201                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477308423341477ARGAS08         IF TMH SEE FAMES SMILAX   BOLL      00308423341477ARGAS08         IF TMH SEE FAMES,unmatched
134545843537,ACC#00001,USD,49677938.64,CR,2023-04-27,2023-04-26,USD_2023-04-26_ACC#00001_66912     0141601416367783941416CHARE18         IF TMH SEE FAMES SMILAX   BOLL      00367783941416CHARE18         IF TMH SEE FAMES,003677839 41416 CHARE18 L9K00JG                                                                 UPCLOSER MONOCOQUE GAB -,66912     0141601416367783941416CHARE18         IF TMH SEE FAMES SMILAX   BOLL      00367783941416CHARE18         IF TMH SEE FAMES,unmatched
540646305902,ACC#00001,USD,-178719.29,DR,2023-04-13,2023-04-12,USD_2023-04-12_ACC#00001_66912     66325663250 37266DK71I 088            GLONOIN FLAYS KY SMILAX   GFG       VC0 37266DK71I 088            GLONOIN FLAYS KY,37266DK71I 37266DK71I                                                                      GLONOIN FLAYS KY,66912     66325663250 37266DK71I 088            GLONOIN FLAYS KY SMILAX   GFG       VC0 37266DK71I 088            GLONOIN FLAYS KY,unmatched
11407129691,ACC#00001,USD,54229747.28,CR,2023-03-23,2023-03-22,USD_2023-03-22_ACC#00001_66912     0614606146850570910007OKET487         MORIBUND ROTENONES S SMILAX   BOLL      00850570910007OKET487         MORIBUND ZYGNEMA SK HYRACIFORM,008505709 10007 OKET487                                                                         JOQGE ZUCCHINIS ZYRENIAN,66912     0614606146850570910007OKET487         MORIBUND ROTENONES S SMILAX   BOLL      00850570910007OKET487         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
387885790426,ACC#00001,USD,-1771055.31,DR,2023-04-10,2023-04-07,USD_2023-04-07_ACC#00001_66912     0250702507155490 67666                SEMSEM ODONTOLOGY AZ,RM155490  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507155490 67666                SEMSEM ODONTOLOGY AZ,unmatched
611399331862,ACC#00001,USD,502025.30,CR,2023-04-21,2023-04-19,USD_2023-04-19_ACC#00001_66912     66325663250 32566DLD7J 088            JOQVY-DP BD-DP-H SMILAX   GFG       VC0 32566DLD7J 088            JOQVY-DP BD-DP-H,32566DLD7J 32566DLD7J                                                                      JOQVY-DP BD-DP-H,66912     66325663250 32566DLD7J 088            JOQVY-DP BD-DP-H SMILAX   GFG       VC0 32566DLD7J 088            JOQVY-DP BD-DP-H,unmatched
468786077807,ACC#00001,USD,28600128.93,CR,2023-04-02,2023-04-01,USD_2023-04-01_ACC#00001_66912     0156801568853224210111AUG0635         MORIBUND VEXES WHUFF SMILAX   BOLL      00853224210111AUG0635         MORIBUND VEXES S FOMALHAUT,008532242 10111 AUG0635                                                                         MFT-EMEU MICRODONTY UNTAX,66912     0156801568853224210111AUG0635         MORIBUND VEXES WHUFF SMILAX   BOLL      00853224210111AUG0635         MORIBUND VEXES S FOMALHAUT,unmatched
442837790070,ACC#00001,USD,57257014.59,CR,2023-04-15,2023-04-13,USD_2023-04-13_ACC#00001_66912     0147701477895759841477EPEE172         IF TMH SEE FAMES SMILAX   BOLL      00895759841477EPEE172         IF TMH SEE FAMES,008957598 41477 EPEE172 L9HN9UC                                                                 UPCLOSER MONOCOQUE GAB -,66912     0147701477895759841477EPEE172         IF TMH SEE FAMES SMILAX   BOLL      00895759841477EPEE172         IF TMH SEE FAMES,unmatched
185837526049,ACC#00001,USD,502498.50,CR,2023-03-24,2023-03-23,USD_2023-03-23_ACC#00001_66912     0670806708850444914407OKET530         MORIBUND ROTENONES S SMILAX   BOLL      00850444914407OKET530         MORIBUND ZYGNEMA SK HYRACIFORM,008504449 14407 OKET530                                                                         UPCLOSER MONOCOQUE GAB -,66912     0670806708850444914407OKET530         MORIBUND ROTENONES S SMILAX   BOLL      00850444914407OKET530         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
149147963090,ACC#00001,USD,9612.98,CR,2023-05-21,2023-05-20,USD_2023-05-20_ACC#00001_66912     66325663250 32566DRPG1 088            BOSCH ASPECTABLE SMILAX   GFG       VC0 32566DRPG1 088            BOSCH ASPECTABLE,32566DRPG1 32566DRPG1                                                                      BOSCH ASPECTABLE,66912     66325663250 32566DRPG1 088            BOSCH ASPECTABLE SMILAX   GFG       VC0 32566DRPG1 088            BOSCH ASPECTABLE,unmatched
972090326287,ACC#00001,USD,905372.52,CR,2023-04-03,2023-04-02,USD_2023-04-02_ACC#00001_66912     0608706087859750415601NOTUS15         MORIBUND ROTENONES S SMILAX   BOLL      00859750415601NOTUS15         MORIBUND ZYGNEMA SK HYRACIFORM,008597504 15601 NOTUS15                                                                         UPCLOSER MONOCOQUE GAB -,66912     0608706087859750415601NOTUS15         MORIBUND ROTENONES S SMILAX   BOLL      00859750415601NOTUS15         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
393456418796,ACC#00001,USD,-2340781.32,DR,2023-05-28,2023-05-26,USD_2023-05-26_ACC#00001_66912     0608206082371300267399BREI669         MORIBUND ROTENONES S SMILAX   BOLL      00371300267399BREI669         MORIBUND ZYGNEMA SK HYRACIFORM,003713002 67399 BREI669                                                                         SAUNT MAZA MICRODONTY,66912     0608206082371300267399BREI669         MORIBUND ROTENONES S SMILAX   BOLL      00371300267399BREI669         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
969890799641,ACC#00001,USD,31816.10,CR,2023-05-07,2023-05-06,USD_2023-05-06_ACC#00001_66912     0614606146362252410007LYSIN51         MORIBUND VEXES WHUFF SMILAX   BOLL      00362252410007LYSIN51         MORIBUND VEXES S FOMALHAUT,003622524 10007 LYSIN51                                                                         RENVOY ASSUMER FUTHERMORE,66912     0614606146362252410007LYSIN51         MORIBUND VEXES WHUFF SMILAX   BOLL      00362252410007LYSIN51         MORIBUND VEXES S FOMALHAUT,unmatched
344383548705,ACC#00001,USD,-3086031.62,DR,2023-03-24,2023-03-16,USD_2023-03-16_ACC#00001_66912     0603706037828260567050AUG0668         MORIBUND ROTENONES S SMILAX   BOLL      00828260567050AUG0668         MORIBUND ZYGNEMA SK HYRACIFORM,008282605 67050 AUG0668                                                                         SAUNT MAZA MICRODONTY,66912     0603706037828260567050AUG0668         MORIBUND ROTENONES S SMILAX   BOLL      00828260567050AUG0668         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
149118957828,ACC#00001,USD,-1678970.00,DR,2023-05-08,2023-05-07,USD_2023-05-07_ACC#00001_66912     0156001560365975410810KELD150         MORIBUND VEXES WHUFF SMILAX   BOLL      00365975410810KELD150         MORIBUND VEXES S FOMALHAUT,003659754 10810 KELD150                                                                         MFT-EMEU MICRODONTY UNTAX,66912     0156001560365975410810KELD150         MORIBUND VEXES WHUFF SMILAX   BOLL      00365975410810KELD150         MORIBUND VEXES S FOMALHAUT,unmatched
262298324998,ACC#00001,USD,6820.97,CR,2023-05-22,2023-05-17,USD_2023-05-17_ACC#00001_66912     0250702507892001167666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00892001167666                ANDI SEMSEM DIP  WOLD,008920011 67666 ARGAS14 L9HN4OD                                                                 DUPPY YO TRIFOLY MAECENAS,66912     0250702507892001167666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00892001167666                ANDI SEMSEM DIP  WOLD,unmatched
508120139716,ACC#00001,USD,3991.72,CR,2023-04-01,2022-10-16,USD_2022-10-16_ACC#00001_66912     0250702507138621 67666                SEMSEM ODONTOLOGY AZ,RM138621  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507138621 67666                SEMSEM ODONTOLOGY AZ,unmatched
424900788750,ACC#00001,USD,1270.40,CR,2023-03-09,2023-02-25,USD_2023-02-25_ACC#00001_EEV 66912     0250702507122041 67666                SEMSEM MARACAN WHUFF,RM122041  67666 POLLER BUT JOWL,EEV 66912     0250702507122041 67666                SEMSEM MARACAN WHUFF,unmatched
229672852959,ACC#00001,USD,14938.30,CR,2023-03-24,2023-03-17,USD_2023-03-17_ACC#00001_66912     0250702507841448767666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00841448767666                ANDI SEMSEM DIP  WOLD,008414487 67666 GUILE97 L9HG0DI                                                                 DUPPY YO TRIFOLY MAECENAS,66912     0250702507841448767666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00841448767666                ANDI SEMSEM DIP  WOLD,unmatched
265779910131,ACC#00001,USD,-6865.27,DR,2023-05-21,2023-05-17,USD_2023-05-17_ACC#00001_66912     0250702507192470 67666                SEMSEM ODONTOLOGY AZ,RM192470  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507192470 67666                SEMSEM ODONTOLOGY AZ,unmatched
2100239056,ACC#00001,USD,-176834.77,DR,2023-04-13,2023-04-12,USD_2023-04-12_ACC#00001_66912     66325663250 37266DK0PN 088            TOURNOIS GDUFL C SMILAX   GFG       VC0 37266DK0PN 088            TOURNOIS GDUFL C,37266DK0PN 37266DK0PN                                                                      TOURNOIS GDUFL C,66912     66325663250 37266DK0PN 088            TOURNOIS GDUFL C SMILAX   GFG       VC0 37266DK0PN 088            TOURNOIS GDUFL C,unmatched
624069649537,ACC#00001,USD,-1751078.00,DR,2023-03-27,2023-03-25,USD_2023-03-25_ACC#00001_66912     0150101501857100716038VEO6662         MORIBUND ROTENONES S SMILAX   BOLL      00857100716038VEO6662         MORIBUND ZYGNEMA SK HYRACIFORM,008571007 16038 VEO6662                                                                         JOQGE MOVED IMPALM,66912     0150101501857100716038VEO6662         MORIBUND ROTENONES S SMILAX   BOLL      00857100716038VEO6662         MORIBUND ZYGNEMA SK HYRACIFORM,unmatched
777649170522,ACC#00001,USD,48966383.40,CR,2023-04-22,2023-04-21,USD_2023-04-21_ACC#00001_66912     0147701477366147141477ARGAS08         OFF TMH SEE FAMES SMILAX   BOLL      00366147141477ARGAS08         OFF TMH SEE EMEU S,003661471 41477 ARGAS08 L9K63ZT                                                                 JOQGE ZUCCHINIS ZYRENIAN,66912     0147701477366147141477ARGAS08         OFF TMH SEE FAMES SMILAX   BOLL      00366147141477ARGAS08         OFF TMH SEE EMEU S,unmatched
892025412091,ACC#00001,USD,-382840.25,DR,2023-04-07,2023-04-06,USD_2023-04-06_ACC#00001_66912     66325663250 32566W5IA3 088            JOQVY-DP BD-DP-H SMILAX   GFG       VC0 32566W5IA3 088            JOQVY-DP BD-DP-H,32566W5IA3 32566W5IA3                                                                      JOQVY-DP BD-DP-H,66912     66325663250 32566W5IA3 088            JOQVY-DP BD-DP-H SMILAX   GFG       VC0 32566W5IA3 088            JOQVY-DP BD-DP-H,unmatched
637002048337,ACC#00001,USD,-10330.94,DR,2023-04-22,2023-04-19,USD_2023-04-19_ACC#00001_66912     0250702507196312 67666                SEMSEM ODONTOLOGY AZ,RM196312  67666 UPCLOSER SAUNT TYPY H.C.,66912     0250702507196312 67666                SEMSEM ODONTOLOGY AZ,unmatched
