tier,ingest_external_txn_id,candidate_internal_txn_ids,chosen_internal_txn_id,chosen_by_reference_score,disambiguated_by_reference,batch_file
TIER_1_EXACT,998959280318,"['866196414328', '510312409580', '742892324290', '481167657935', '114066334529', '131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",866196414328,0,False,ingest_batch_0001.csv
TIER_1_EXACT,645447954572,"['510312409580', '742892324290', '481167657935', '114066334529', '131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",510312409580,0,False,ingest_batch_0001.csv
TIER_1_EXACT,552666666219,"['787970103473', '967469393415', '108418901849', '80102757515']",787970103473,0,False,ingest_batch_0001.csv
TIER_1_EXACT,64074362557,"['742892324290', '481167657935', '114066334529', '131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",742892324290,0,False,ingest_batch_0001.csv
TIER_1_EXACT,846781499499,"['842461864965', '223256530255', '17991905448', '68215564144', '869592125423', '705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",842461864965,0,False,ingest_batch_0001.csv
TIER_1_EXACT,818063502686,"['223256530255', '17991905448', '68215564144', '869592125423', '705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",223256530255,0,False,ingest_batch_0001.csv
TIER_1_EXACT,691923965830,"['17741829911', '373699372627']",17741829911,0,False,ingest_batch_0001.csv
TIER_1_EXACT,965285042019,"['881052745797', '210691962528']",881052745797,0,False,ingest_batch_0001.csv
TIER_1_EXACT,671085764168,"['17991905448', '68215564144', '869592125423', '705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",17991905448,0,False,ingest_batch_0001.csv
TIER_1_EXACT,148922611223,"['136456241968', '981623189157', '874183618778', '157880522384', '580530702853', '761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",136456241968,0,False,ingest_batch_0001.csv
TIER_1_EXACT,578096457066,"['68215564144', '869592125423', '705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",68215564144,0,False,ingest_batch_0001.csv
TIER_1_EXACT,978722050988,"['981623189157', '874183618778', '157880522384', '580530702853', '761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",981623189157,0,False,ingest_batch_0001.csv
TIER_1_EXACT,580125922255,"['869592125423', '705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",869592125423,0,False,ingest_batch_0001.csv
TIER_1_EXACT,984373260473,"['806316784017', '132316151906']",806316784017,0,False,ingest_batch_0001.csv
TIER_1_EXACT,350273613813,"['874183618778', '157880522384', '580530702853', '761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",874183618778,0,False,ingest_batch_0001.csv
TIER_1_EXACT,727518217517,"['705356512841', '161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",705356512841,0,False,ingest_batch_0001.csv
TIER_1_EXACT,886217160882,"['161029840110', '961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",161029840110,0,False,ingest_batch_0001.csv
TIER_1_EXACT,311006741712,"['157880522384', '580530702853', '761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",157880522384,0,False,ingest_batch_0001.csv
TIER_1_EXACT,242654454150,"['580530702853', '761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",580530702853,0,False,ingest_batch_0001.csv
TIER_1_EXACT,881938024675,"['967469393415', '108418901849', '80102757515']",967469393415,0,False,ingest_batch_0001.csv
TIER_1_EXACT,928226677486,"['961046323692', '778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",961046323692,0,False,ingest_batch_0001.csv
TIER_1_EXACT,583673656783,"['243160886294', '393295213436']",243160886294,0,False,ingest_batch_0001.csv
TIER_1_EXACT,227215363027,"['885578425387', '638158327565', '757617670176']",885578425387,0,False,ingest_batch_0001.csv
TIER_2_DATE_TOLERANCE,586596332167,"['755326966137', '650623652578']",755326966137,0,False,ingest_batch_0001.csv
TIER_4_AMOUNT_TOLERANCE,22691787073,"['382077073044', '842457345063', '823197397959', '881992115441', '728897405251']",382077073044,0,False,ingest_batch_0001.csv
TIER_1_EXACT,375927447228,"['481167657935', '114066334529', '131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",481167657935,0,False,ingest_batch_0001.csv
TIER_1_EXACT,126513547052,"['778712413339', '134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",778712413339,0,False,ingest_batch_0001.csv
TIER_4_AMOUNT_TOLERANCE,373422430246,"['842457345063', '823197397959', '881992115441', '728897405251']",842457345063,0,False,ingest_batch_0001.csv
TIER_1_EXACT,792315743950,"['134748876965', '231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",134748876965,0,False,ingest_batch_0001.csv
TIER_1_EXACT,551869276783,"['124795823626', '699179680990']",124795823626,0,False,ingest_batch_0001.csv
TIER_1_EXACT,498219716951,"['231499868688', '597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",231499868688,0,False,ingest_batch_0001.csv
TIER_1_EXACT,55031072898,"['161696674448', '844071755423', '496821694329', '133851228158', '916006821777', '247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",161696674448,0,False,ingest_batch_0001.csv
TIER_1_EXACT,900511207312,"['114066334529', '131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",114066334529,0,False,ingest_batch_0001.csv
TIER_1_EXACT,737872520458,"['245738866699', '257194744000']",245738866699,0,False,ingest_batch_0001.csv
TIER_1_EXACT,351792386869,"['131337710469', '454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",131337710469,0,False,ingest_batch_0001.csv
TIER_1_EXACT,19684960729,"['844071755423', '496821694329', '133851228158', '916006821777', '247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",844071755423,0,False,ingest_batch_0001.csv
TIER_1_EXACT,786706289538,"['638158327565', '757617670176']",638158327565,0,False,ingest_batch_0001.csv
TIER_1_EXACT,461776077603,"['761892421024', '77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",761892421024,0,False,ingest_batch_0001.csv
TIER_1_EXACT,365288948477,"['217004451209', '786266571662', '550457470516']",217004451209,0,False,ingest_batch_0001.csv
TIER_1_EXACT,294587022047,"['979888782543', '609873023645']",979888782543,0,False,ingest_batch_0001.csv
TIER_4_AMOUNT_TOLERANCE,894499724794,"['823197397959', '881992115441', '728897405251']",823197397959,0,False,ingest_batch_0001.csv
TIER_1_EXACT,845887029551,"['597913933334', '828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",597913933334,0,False,ingest_batch_0001.csv
TIER_1_EXACT,735969924422,"['454862586499', '679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",454862586499,0,False,ingest_batch_0001.csv
TIER_1_EXACT,850704521622,"['496821694329', '133851228158', '916006821777', '247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",496821694329,0,False,ingest_batch_0001.csv
TIER_1_EXACT,187908639319,"['103295883780', '236680100476', '87669556366', '76350576849']",103295883780,0,False,ingest_batch_0001.csv
TIER_1_EXACT,982398617297,"['236680100476', '87669556366', '76350576849']",236680100476,0,False,ingest_batch_0001.csv
TIER_1_EXACT,373499266506,"['810757489963', '964327791247', '192746057945']",810757489963,0,False,ingest_batch_0001.csv
TIER_1_EXACT,646096553004,"['423148581268', '979150614928', '257481660020', '345537721759', '529869601240']",423148581268,0,False,ingest_batch_0001.csv
TIER_1_EXACT,523838382765,"['133851228158', '916006821777', '247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",133851228158,0,False,ingest_batch_0001.csv
TIER_1_EXACT,86180660249,"['679799366782', '529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",679799366782,0,False,ingest_batch_0001.csv
TIER_1_EXACT,944631409211,"['529075649894', '402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",529075649894,0,False,ingest_batch_0001.csv
TIER_1_EXACT,935526566779,"['402959158860', '558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",402959158860,0,False,ingest_batch_0001.csv
TIER_1_EXACT,354692036943,"['916006821777', '247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",916006821777,0,False,ingest_batch_0001.csv
TIER_1_EXACT,11610757948,"['828100129195', '732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",828100129195,0,False,ingest_batch_0001.csv
TIER_1_EXACT,45941749725,"['558912811465', '236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",558912811465,0,False,ingest_batch_0001.csv
TIER_1_EXACT,998013621356,"['236465589734', '411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",236465589734,0,False,ingest_batch_0001.csv
TIER_1_EXACT,46144927063,"['732872833593', '958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",732872833593,0,False,ingest_batch_0001.csv
TIER_1_EXACT,19474013408,"['411179755796', '185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",411179755796,0,False,ingest_batch_0001.csv
TIER_1_EXACT,718342247553,"['958000852318', '271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",958000852318,0,False,ingest_batch_0001.csv
TIER_1_EXACT,54265083299,"['247960793436', '164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",247960793436,0,False,ingest_batch_0001.csv
TIER_1_EXACT,475188896878,"['164535240845', '581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",164535240845,0,False,ingest_batch_0001.csv
TIER_1_EXACT,316782040263,"['581554053093', '707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",581554053093,0,False,ingest_batch_0001.csv
TIER_1_EXACT,408571542428,"['271097358549', '663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",271097358549,0,False,ingest_batch_0001.csv
TIER_1_EXACT,289675469116,"['185355302949', '731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",185355302949,0,False,ingest_batch_0001.csv
TIER_1_EXACT,287490735751,"['108418901849', '80102757515']",108418901849,0,False,ingest_batch_0001.csv
TIER_1_EXACT,749569363550,"['566065624018', '161881865385', '655269256782']",566065624018,0,False,ingest_batch_0001.csv
TIER_1_EXACT,717205900437,"['707303040753', '494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",707303040753,0,False,ingest_batch_0001.csv
TIER_1_EXACT,534088941281,"['786266571662', '550457470516']",786266571662,0,False,ingest_batch_0001.csv
TIER_1_EXACT,79704936177,"['979150614928', '257481660020', '345537721759', '529869601240']",979150614928,0,False,ingest_batch_0001.csv
TIER_1_EXACT,722368795913,"['360791666812', '723971622423']",360791666812,1,True,ingest_batch_0001.csv
TIER_4_AMOUNT_TOLERANCE,484722453020,"['881992115441', '728897405251']",881992115441,0,False,ingest_batch_0001.csv
TIER_1_EXACT,546476452721,"['494225322841', '53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",494225322841,0,False,ingest_batch_0001.csv
TIER_1_EXACT,500310075807,"['53015696742', '937469836935', '911122414856', '886346790346', '277293527921']",53015696742,0,False,ingest_batch_0001.csv
TIER_1_EXACT,768453711361,"['731411426050', '14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",731411426050,0,False,ingest_batch_0001.csv
TIER_1_EXACT,537993172379,"['14291092389', '439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",14291092389,0,False,ingest_batch_0001.csv
TIER_1_EXACT,33335345113,"['937469836935', '911122414856', '886346790346', '277293527921']",937469836935,0,False,ingest_batch_0001.csv
TIER_1_EXACT,537920032126,"['77934669093', '201164522483', '617322183157', '336991228609', '973832055916', '809524434757', '35950649109', '715963200675', '242190620765']",77934669093,0,False,ingest_batch_0001.csv
TIER_1_EXACT,943467982921,"['911122414856', '886346790346', '277293527921']",911122414856,0,False,ingest_batch_0001.csv
TIER_1_EXACT,585668955456,"['663436293575', '648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",663436293575,0,False,ingest_batch_0001.csv
TIER_1_EXACT,681829444767,"['648596890428', '266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",648596890428,0,False,ingest_batch_0001.csv
TIER_1_EXACT,835921454123,"['402434894062', '116271029030', '922539248916']",402434894062,0,False,ingest_batch_0001.csv
TIER_1_EXACT,53670178094,"['439408528102', '560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",439408528102,0,False,ingest_batch_0001.csv
TIER_1_EXACT,792564188628,"['266320339829', '504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",266320339829,0,False,ingest_batch_0001.csv
TIER_1_EXACT,42273942663,"['87669556366', '76350576849']",87669556366,0,False,ingest_batch_0001.csv
TIER_1_EXACT,77936600698,"['55452148091', '634926644738']",55452148091,0,False,ingest_batch_0001.csv
TIER_1_EXACT,802966924394,"['560619692957', '629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",560619692957,0,False,ingest_batch_0001.csv
TIER_1_EXACT,919023291879,"['504192101334', '86052369141', '87538002211', '306067547937', '575852635597', '214176426045', '109954043300', '925305231353', '56794090735', '216175046342', '316486445695', '15149193656', '823216519586', '579934389547', '619567533809', '59619221737', '45005280775', '127624532995']",504192101334,0,False,ingest_batch_0001.csv
TIER_1_EXACT,930220069628,"['629677261633', '46751784980', '191550783767', '647092811967', '109509767630', '272214218342', '747624900543', '541219568659', '213078951224', '393378757510', '847833819077', '261082264295', '459478784298', '150262174723', '471488049694', '900714240805', '916909970832']",629677261633,0,False,ingest_batch_0001.csv
TIER_1_EXACT,959003796282,"['886346790346', '277293527921']",886346790346,0,False,ingest_batch_0001.csv
